"MES","REGIONAL","CENTRO.DE.FORMACION","GRUPO.O.DEPENDENCIA","FUNCIONARIO","APLICATIVO","CANAL","MEDIO.DE.INGRESO","GRUPO.DE.INTERES","ASUNTO","TIPO.DE.PETICION","TEMA.PQRS","ESTADO.REAL.PQRS"
"Marzo","Cundinamarca","Centro De La Tecnologia Del Diseno Y La Productividad Empresarial","Despacho Subdireccion De Centro","(E) Luis Javier Prada Paez","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","Interes General O Particular","De Formacion","Respuesta Generada"
"Febrero","Distrito Capital","Regional","Grupo De Formacion Profesional Y Empleo","Ana Milena Angel Parra","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","Convocatorias Empleo","Respuesta Generada"
"Febrero","Cundinamarca","Centro De La Tecnologia Del Diseno Y La Productividad Empresarial","Despacho Subdireccion De Centro","(E) Luis Javier Prada Paez","Onbase","Presencial","Fisico","Entidades Del Estado Y/O Autoridades","Peticion","Interes General O Particular","Informacion De Especialidades","Respuesta Generada"
"Enero","Direccion General","Direccion Administrativa Y Financiera","Grupo De Construcciones","(E) Nydia Jimena Rodriguez Rodriguez","Onbase","Virtual","Web","Ciudadano","Queja","Servidor Publico","Irregularidades En Gestion Administrativa","Respuesta Generada"
"Marzo","Direccion General","Secretaria General","Despacho Direccion","Natalia Alexandra Acuna Andrade","Onbase","Virtual","Email","Ciudadano","Peticion","Interes General O Particular","Solicitudes Administrativas","Respuesta Generada"
"Febrero","Distrito Capital","Centro De Gestion Administrativa","Despacho Subdireccion De Centro","Waine Antony Triana Albis","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Servicios","Fiscalizacion - Actualizacion De Informacion","Respuesta Generada"
"Enero","Distrito Capital","Centro De Electricidad, Electronica Y Telecomunicaciones","Despacho Subdireccion De Centro","(E) Pedro Rodriguez Sandoval","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Informacion","Inscripcion - Programas Formacion Titulada","Respuesta Generada"
"Marzo","Caldas","Regional","Agencia Publica De Empleo","Olga Lucia Londono Marin","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","Servicio Nacional De Empleo","Respuesta Generada"
"Marzo","Meta","Centro De Industria Y Servicios Del Meta","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Jorge Daniel Zipa Rodriguez","Onbase","Presencial","Fisico","Instituciones De Educacion Superior","Peticion","Interes General O Particular","Solicitudes Administrativas","Respuesta Generada"
"Febrero","Huila","Regional","Agencia Publica De Empleo","Johana Del Socorro Andrade Gonzalez","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","Servicio Nacional De Empleo","Respuesta Generada"
"Marzo","Quindio","Centro De Comercio, Industria Y Turismo","Despacho Subdireccion De Centro","Cesar Augusto Ospina Puertas","Onbase","Virtual","Web","Aprendiz Sena","Queja","Servidor Publico","Irregularidades En Gestion Administrativa","Respuesta Generada"
"Marzo","Tolima","Centro De Industria Y Construccion","Despacho Subdireccion De Centro","Nury Stefanny Foronda Rios","Crm","Virtual","Dynamics","Empresa","Peticion","De Servicios","Programas De Formacion","Respuesta Generada"
"Febrero","Cundinamarca","Regional","Agencia Publica De Empleo","Eustacio Espinel Luengas","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","Servicio Nacional De Empleo","Respuesta Generada"
"Marzo","Distrito Capital","Regional","Grupo De Formacion Profesional Y Empleo","Ana Milena Angel Parra","Onbase","Virtual","Web","Ciudadano","Peticion","De Servicios","Ape- Restablecimiento De Contrasena Y Actualizacion De Datos","Respuesta Generada"
"Marzo","Distrito Capital","Regional","Grupo De Formacion Profesional Y Empleo","Ana Milena Angel Parra","Onbase","Virtual","Web","Ciudadano","Peticion","De Consulta","Convocatorias Comision Nacional Servicio Civil Cnsc","Respuesta Generada"
"Marzo","Choco","Centro De Recursos Naturales, Industria Y Biodiversidad","Centro De Recursos Naturales, Industria Y Biodiversidad","Claudia Paz Romana","Crm","Virtual","Dynamics","Empresa","Peticion","De Servicios","Certificacion Competencias Laborales","Respuesta Generada"
"Febrero","Santander","Regional","Despacho Direccion Regional","(E) Jose Wilson Carrero Maldonado","Onbase","Virtual","Web","Ciudadano","Peticion","De Servicios","Ape- Restablecimiento De Contrasena Y Actualizacion De Datos","Respuesta Generada"
"Febrero","Choco","Centro De Recursos Naturales, Industria Y Biodiversidad","Despacho Subdireccion De Centro","Juan Carlos Blanco Cordoba","Onbase","Presencial","Fisico","Entidades Del Estado Y/O Autoridades","Peticion","Interes General O Particular","Poblacion Vulnerables Y Victimas - Inscripcion A Programas","Respuesta Generada"
"Marzo","Amazonas","Regional","Grupo De Formacion Profesional Y Empleo","Susana De Las Mercedes Cortes","Onbase","Virtual","Web","Ciudadano","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Generada"
"Marzo","Casanare","Regional","Grupo Apoyo Administrativo Mixto","Miriam Ramirez Rincon","Onbase","Presencial","Fisico","Empresa","Peticion","Interes General O Particular","Prestacion Del Servicio","Respuesta Generada"
"Febrero","Valle Del Cauca","Centro De Gestion Tecnologica De Servicios","Despacho Subdireccion De Centro","Edgar Orlando Herrera Prieto","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","De Formacion","Respuesta Generada"
"Febrero","Sucre","Regional","Grupo De Formacion Profesional Y Empleo","Ferley Ramos Geliz","Onbase","Presencial","Fisico","Ciudadano","Peticion","De Servicios","Inscripcion - Programas Formacion Complementaria","Respuesta Generada"
"Febrero","Valle Del Cauca","Centro Nautico Pesquero De Buenaventura","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Maria Fernanda Vasquez Lasprilla","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","De Documentacion","Certificado Formacion Titulada","Respuesta Generada"
"Marzo","Caqueta","Centro Tecnologico De La Amazonia","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Dagoberto Rivera Cantillo","Onbase","Presencial","Fisico","Ciudadano","Peticion","De Servicios","De Formacion","Respuesta Generada"
"Marzo","Distrito Capital","Centro De Diseno Y Metrologia","Despacho Subdireccion De Centro","Rodolfo Martinez Perez","Onbase","Virtual","Web","Ciudadano","Peticion","De Documentacion","Certificado De Competencia Laboral Del Proceso De Evaluacion Y Certificacion De Competencias Laborales","Respuesta Generada"
"Febrero","Putumayo","Centro Agroforestal Y Acuicola Arapaima","Despacho Subdireccion De Centro","Willian James Rodriguez Ortiz","Onbase","Virtual","Email","Ciudadano","Peticion","Interes General O Particular","Servicio De Atencion Al Ciudadano","Respuesta Generada"
"Marzo","Sucre","Regional","Grupo De Formacion Profesional Y Empleo","Ferley Ramos Geliz","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Servicios","Inscripcion - Programas Formacion Titulada","Respuesta Generada"
"Febrero","Arauca","Regional","Grupo De Formacion Profesional Y Empleo","Libardo Eugenio Sarmiento Garcia","Onbase","Presencial","Fisico","Entidades Del Estado Y/O Autoridades","Peticion","De Servicios","Solicitudes Administrativas","Respuesta Generada"
"Marzo","Direccion General","Oficina De Sistemas","Despacho Direccion","Carlos Martin Coy Rodriguez","Onbase","Virtual","Web","Ciudadano","Peticion","De Informacion","Inscripcion - Programas Formacion Titulada","Respuesta Generada"
"Enero","Distrito Capital","Centro Metalmecanico","Despacho Subdireccion De Centro","Jenny Adriana Vargas Artunduaga","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Documentacion","Certificado Formacion Titulada","Respuesta Generada"
"Marzo","Cauca","Centro De Teleinformatica Y Produccion Industrial","Despacho Subdireccion De Centro","(E) Sergio Fabricio Lopez Munoz","Onbase","Virtual","Email","Instructor","Peticion","De Documentacion","Personales Centros De Formacion","Respuesta Generada"
"Enero","Atlantico","Centro Industrial Y De Aviacion","Despacho Subdireccion De Centro","Jose Gregorio Suarez Contreras","Onbase","Virtual","Email","Ciudadano","Peticion","Interes General O Particular","Personales Regionales","Respuesta Generada"
"Febrero","Direccion General","Direccion De Empleo Y Trabajo","Coordinacion Nacional De La Agencia Publica De Empleo","Elsa Aurora Bohorquez Vargas","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","Convocatorias Empleo","Respuesta Generada"
"Marzo","Bolivar","Centro Para La Industria Petroquimica","Despacho Subdireccion De Centro","Vilma Judith Villanueva Sena","Crm","Virtual","Dynamics","Empresa","Peticion","De Servicios","Novedades","Respuesta Generada"
"Marzo","Direccion General","Oficina De Sistemas","Despacho Direccion","Carlos Martin Coy Rodriguez","Onbase","Virtual","Web","Ciudadano","Peticion","De Informacion","Inscripcion - Programas Formacion Complementaria","Respuesta Generada"
"Enero","Huila","Centro De La Industria, La Empresa Y Los Servicios","Despacho Subdireccion De Centro","Fermin Beltran Barragan","Onbase","Virtual","Web","Ciudadano","Peticion","De Documentacion","Certificado Formacion Titulada","Respuesta Generada"
"Marzo","Cesar","Regional","Agencia Publica De Empleo","Carlos Cardenas Figueroa","Onbase","Virtual","Email","Ciudadano","Peticion","De Informacion","Servicio Nacional De Empleo","Respuesta Generada"
"Febrero","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","De Informacion","De Formacion","Respuesta Generada"
"Enero","Amazonas","Regional","Grupo Apoyo Administrativo Mixto","Constanza Nohemi Silva Forero","Onbase","Virtual","Web","Ciudadano","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Generada"
"Marzo","Distrito Capital","Regional","Grupo Formacion Profesional Integral, Empleo, Sistema Nacional De Formacion Para El Trabajo","Aida Bohorquez Agudelo","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Servicios","Ape-Servicio A Ciudadanos Y Empresas","Respuesta Generada"
"Marzo","Atlantico","Centro Para El Desarrollo Agroecologico Y Agroindustrial","Grupo Administracion Educativa","Carmela Lucia Navarro Fernandez","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","Restablecimiento De Clave Sofia","Respuesta Generada"
"Febrero","Caqueta","Centro Tecnologico De La Amazonia","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Dagoberto Rivera Cantillo","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","De Servicios","Solicitud De Retiros Voluntarios - Desestimiento","Respuesta Generada"
"Marzo","Antioquia","Complejo Tecnologico Para La Gestion Agroempresarial","Despacho Subdireccion De Centro","(E) Abel Antonio Tejada Diaz","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","Interes General O Particular","Solicitud De Retiros Voluntarios - Desestimiento","Respuesta Generada"
"Febrero","Direccion General","Direccion De Empleo Y Trabajo","Coordinacion Nacional De Emprendimiento","Carlos Arturo Gamba","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","Solicitudes Administrativas","Respuesta Generada"
"Marzo","Risaralda","Regional","Agencia Publica De Empleo","Aldubith Fernando Ramirez Elejalde","Onbase","Virtual","Web","Ciudadano","Peticion","De Servicios","Ape-Postulacion A Vacantes Internacionales","Respuesta Generada"
"Febrero","Casanare","Regional","Grupo De Formacion Profesional Y Empleo","Levis Cerpa","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","Interes General O Particular","De Formacion","Respuesta Generada"
"Marzo","Distrito Capital","Regional","Grupo De Formacion Profesional Y Empleo","Ana Milena Angel Parra","Onbase","Virtual","Email","Empresa","Peticion","De Servicios","Publicacion De Vacante","Respuesta Generada"
"Enero","Guajira","Regional","Grupo De Relaciones Corporativas E Internacionales","Nasly Bernarda Gomez","Onbase","Presencial","Fisico","Empresa","Peticion","Interes General O Particular","Solicitudes Administrativas","Respuesta Generada"
"Febrero","Guaviare","Regional","Grupo De Formacion Profesional","Edgar Augusto Braga Silva","Onbase","Presencial","Fisico","Entidades Del Estado Y/O Autoridades","Peticion","De Servicios","De Formacion","Respuesta Generada"
"Febrero","Cundinamarca","Centro De Desarrollo Agroindustrial Y Empresarial","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Zulma Rogio Gomez Galeon","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","De Servicios","Informacion General Formacion Profesional","Respuesta Generada"
"Marzo","Huila","Centro De La Industria, La Empresa Y Los Servicios","Despacho Subdireccion De Centro","Fermin Beltran Barragan","Onbase","Virtual","Web","Ciudadano","Peticion","De Servicios","Fiscalizacion - Actualizacion De Informacion","Respuesta Generada"
"Marzo","Caldas","Regional","Grupo Apoyo Administrativo Mixto","Diana Patricia Giraldo Gomez","Onbase","Virtual","Web","Servidor Publico","Peticion","De Documentacion","Certificacion Retefuente - Reteica","Respuesta Generada"
"Enero","Distrito Capital","Regional","Grupo De Formacion Profesional Y Empleo","Ana Milena Angel Parra","Onbase","Virtual","Web","Ciudadano","Peticion","De Servicios","Ape- Restablecimiento De Contrasena Y Actualizacion De Datos","Respuesta Generada"
"Marzo","Distrito Capital","Centro De Servicios Financieros","Grupo Administracion Educativa","Diana Maria Cuellar","Onbase","Virtual","Web","Ciudadano","Peticion","De Servicios","Fiscalizacion - Pagos Mal Efectuados","Respuesta Generada"
"Marzo","Direccion General","Direccion Administrativa Y Financiera","Grupo De Tesoreria","Oscar Javier Castro Anaya","Onbase","Virtual","Web","Empresa","Peticion","De Documentacion","Certificacion Retefuente - Reteica","Respuesta Generada"
"Febrero","Valle Del Cauca","Centro De La Construccion","Despacho Subdireccion De Centro","Beatriz Cobo","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","Interes General O Particular","Informacion General Formacion Profesional","Respuesta Generada"
"Marzo","Direccion General","Direccion De Empleo Y Trabajo","Coordinacion Nacional De Emprendimiento","Carlos Arturo Gamba","Onbase","Virtual","Web","Empresa","Peticion","De Informacion","Inscripcion - Programas Formacion Complementaria","Respuesta Generada"
"Enero","Antioquia","Regional","Grupo De Relaciones Corporativas E Internacionales","Gustavo Adolfo Castano Estrada","Crm","Virtual","Dynamics","Empresa","Peticion","De Servicios","Inscripcion - Programas Formacion Titulada","Respuesta Generada"
"Enero","Huila","Regional","Agencia Publica De Empleo","Johana Del Socorro Andrade Gonzalez","Onbase","Virtual","Web","Instructor","Peticion","De Servicios","Ape- Validacion Documentos Hoja De Vida","Respuesta Generada"
"Febrero","Direccion General","Direccion De Empleo Y Trabajo","Coordinacion Nacional De La Agencia Publica De Empleo","Elsa Aurora Bohorquez Vargas","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","Activacion Registro Suspendido","Respuesta Generada"
"Enero","Magdalena","Centro De Logistica Y Promocion Ecoturistica Del Magdalena","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Carlos Mario Garcia","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Documentacion","Certificado De Fic Por Nit Y Numero De Referencia De Pago","Respuesta Generada"
"Marzo","Atlantico","Regional","Despacho Direccion Regional","Jacqueline Rojas Solano","Onbase","Presencial","Fisico","Contraloria","Peticion","De Informacion","Solicitudes Administrativas","Respuesta Generada"
"Marzo","Guaviare","Regional","Grupo De Formacion Profesional","Edgar Augusto Braga Silva","Onbase","Presencial","Fisico","Empresa","Peticion","De Informacion","De Formacion","Respuesta Generada"
"Enero","Distrito Capital","Regional","Grupo Apoyo Administrativo Mixto","Yenni Mercedes Soto Vergel","Onbase","Virtual","Web","Servidor Publico","Peticion","De Informacion","Publicacion De Vacante","Respuesta Generada"
"Marzo","Cundinamarca","Centro De La Tecnologia Del Diseno Y La Productividad Empresarial","Despacho Subdireccion De Centro","(E) Luis Javier Prada Paez","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","Interes General O Particular","De Formacion","Respuesta Generada"
